Uuid,Void/Retire,Mappings|SAME-AS|OpenBoxes,Name,Concept Drug,Concept Dosage Form,Ingredient 1,Ingredient 1 Strength,Ingredient 1 Units,Ingredient 2,Ingredient 2 Strength,Ingredient 2 Units,Ingredient 3,Ingredient 3 Strength,Ingredient 3 Units,Ingredient 4,Ingredient 4 Strength,Ingredient 4 Units
d61b9eb8-77ac-4949-9c47-2e14cabeaf9d,,10314,"Misoprostol, 200 microgram tablet",CIEL:79984,Tablet,CIEL:79984,200,Microgram,,,,,,,,,
925d177b-d2d0-4ea7-9fe4-9b6e0cbff58d,,21005,"Misoprostol, 25 microgram tablet",CIEL:79984,Tablet,CIEL:79984,25,Microgram,,,,,,,,,
756555cf-2163-4a2c-99f4-c62c5b0e23d0,,11923,"Morphine hydrochloride/Sulfate, Solution for injection, 10mg/ml, 1mL ampoule",CIEL:80107,Ampule(s),CIEL:80107,,,,,,,,,,,
827495b0-224f-4d09-9f45-ca8af3226b4e,,11844,"Morphine sulfate, 10mg IMMEDIATE release tablet",CIEL:80109,Tablet,CIEL:80109,10,Milligram,,,,,,,,,
882763fb-a63d-46f1-8979-1578c0da90d6,,11836,"Morphine sulfate, 30mg CONTROLLED release tablet",CIEL:80109,Tablet,CIEL:80109,30,Milligram,,,,,,,,,
e737b2a1-528c-4732-b6f7-51ae88b3012c,,14551,"Mosquito net, Long-lasting insecticidal, Extra family size",CIEL:160428,,CIEL:160428,,,,,,,,,,,
289217bb-143f-4a0c-aafa-b64f9de8bcac,,10497,"Multivitamin, Coated tablet",CIEL:461,Tablet,CIEL:461,,,,,,,,,,,
fb404654-d27f-4809-bdc7-c6ef508114b4,,11875,"Multivitamin, Prenatal, Tablet",CIEL:162319,Tablet,CIEL:162319,,,,,,,,,,,
e083cf51-8b51-40a8-b837-4fe6cdab0dac,,10564,"Naloxone hydrochloride, Solution for injection, 400 microgram/mL, 1mL ampoule",CIEL:80368,Ampule(s),CIEL:80368,,,,,,,,,,,
af8c0742-dfbe-11e9-8a34-2a2ae2dbcce4,,10518,"Neostigmine metisulfate, Solution for injection, 2.5mg/mL, 1mL ampoule",CIEL:80534,Ampoule(s),CIEL:80534,,,,,,,,,,,
4e3eac14-bcc1-4569-b8ff-1cddd9f05165,TRUE,10364,"Neostigmine metilsulfate, Solution for injection, 500 microgram/mL, 1mL ampoule",CIEL:80534,Ampule(s),CIEL:80534,,,,,,,,,,,
78f96526-dfbe-11e9-8a34-2a2ae2dbcce4,,10408,"Nevirapine (NVP), 50mg dispersible tablet",CIEL:80586,Tablet,CIEL:80586,50,Milligram,,,,,,,,,
c6a933a8-fce4-11e9-8f0b-362b9e155667,,19213,"Nevirapine (NVP), Oral suspension, 100mL bottle",CIEL:80586,Bottle,CIEL:80586,,,,,,,,,,,
f75e1e93-b1be-11e3-a5e2-0800200c9a66,,10668,"Nifedipine, 10mg tablet",CIEL:80637,Tablet,CIEL:80637,10,Milligram,,,,,,,,,
d7937a60-a75b-42f6-9200-cd0e895606c0,,10716,"Nifedipine, 20mg extended release tablet",CIEL:80637,Tablet,CIEL:80637,20,Milligram,,,,,,,,,
79ca16ad-b73a-4cb9-89e9-2fc96ff55df5,,12234,"Nitrofurantoin, 100mg tablet",CIEL:80696,Tablet,CIEL:80696,100,Milligram,,,,,,,,,
0843ff09-29e0-4076-99ef-2a6f0c8bcb67,,11216,"Nitroglycerin, 500 microgram sublingual tablet",CIEL:80704,Tablet,CIEL:80704,500,Microgram,,,,,,,,,
1783cc0a-ce8c-47b4-be43-fbc44b264063,,24346,"Nitroglycerin, Solution for injection, 5mg/mL, 10mL vial",CIEL:80704,Vial,CIEL:80704,,,,,,,,,,,
1f331393-1103-4c4a-9c43-79eeb36c48fb,,34337,"Noradrenaline (Norepinephrine) bitartrate, Solution for injection, 2mg/mL (1mg base), 2mL vial",CIEL:80779,Vial,CIEL:80779,,,,,,,,,,,
7f9732e4-103a-42d8-8e3f-5f040e1719c2,,14491,"Noradrenaline (Norepinephrine) bitartrate, Solution for injection, 2mg/mL (1mg base), 4mL vial",CIEL:80779,Vial,CIEL:80779,,,,,,,,,,,
2c98a4a1-e0a8-45ec-8190-320ef8ff9c57,TRUE,11142,"Nutritional Supplement, 8oz",CIEL:165577,,CIEL:165577,,,,,,,,,,,
f1ea0247-cba8-40d3-b36b-2c63314ba775,,10665,"Nystatin, 100,00 IU vaginal tablet",CIEL:80945,Tablet,CIEL:80945,,,,,,,,,,,
36e2ce91-dc9d-4fd5-8963-bc4d24f4d6d5,,10959,"Nystatin, 500,000 IU oral tablet",CIEL:80945,Tablet,CIEL:80945,,,,,,,,,,,
9b28cb67-999c-4fc3-aa9c-31237058fe1c,,11606,"Nystatin, Oral suspension, 100,000 IU/mL, 30mL bottle",CIEL:80945,Bottle,CIEL:80945,,,,,,,,,,,
f0ca3b0b-2221-4f27-9da1-3115f7c33d30,,19358,"Octreotide, Solution for injection, 100 micrograms/mL, 1mL ampoule (*R)",CIEL:80979,Ampule(s),CIEL:80979,,,,,,,,,,,
6192369d-c0fe-4d11-86b9-7765940ae73d,,13798,"Olanzapine, 10mg film coated tablet",CIEL:81025,Tablet,CIEL:81025,10,Milligram,,,,,,,,,
9c9f85ed-945a-4701-9c4e-1548023e68de,,13797,"Olanzapine, 5mg film coated tablet",CIEL:81025,Tablet,CIEL:81025,5,Milligram,,,,,,,,,
51f3a480-a2aa-4879-9585-d85a6af98427,,10734,"Omeprazole sodium, Powder for solution for INFUSION, 40mg vial",CIEL:81041,Vial,CIEL:81041,,,,,,,,,,,
c6a90bb2-fce4-11e9-8f0b-362b9e155667,TRUE,10043,"Omeprazole sodium, Powder for solution for injection, 40mg vial with solvent",CIEL:81041,Vial,CIEL:81041,,,,,,,,,,,
cb6d3cfb-4d14-4473-af64-88a69bc09a43,,10454,"Omeprazole, 20mg capsule of enteric coated granules",CIEL:81041,Capsule,CIEL:81041,20,Milligram,,,,,,,,,
2756c28d-aa30-4b9b-a3a0-6ec310790ecf,,10361,"Ondansetron hydrochloride, 4mg film coated tablet",CIEL:81073,Tablet,CIEL:81073,4,Milligram,,,,,,,,,
b6ab8392-2575-44be-b107-23d5e5986679,,11248,"Ondansetron hydrochloride, Solution for injection, 2mg/mL, 2mL ampoule",CIEL:81073,Ampule(s),CIEL:81073,,,,,,,,,,,
1c67f8f0-531c-418d-94b6-391db8d8bdde,,11803,"Oral Rehydration Salts (ORS), Low osmolarity, 20.5 grams (for 1 liter) sachet",CIEL:351,Sachet,CIEL:351,,,,,,,,,,,
599d41db-2106-418d-b906-10df84ab63d3,,10336,"Oxytocin, Solution for injection, 10 IU/mL, 1mL ampoule (*R)",CIEL:81369,Ampule(s),CIEL:81369,,,,,,,,,,,
c3ecd998-91d4-11e8-9eb6-529269fb1459,,11773,"Paclitaxel, Concentrate for solution for infusion, 6mg/mL, 50mL vial",CIEL:81410,Vial,CIEL:81410,,,,,,,,,,,
60520315-2c98-425a-b404-d282f8c841ec,,10507,"Paracetamol, 100mg-125mg rectal suppository",CIEL:70116,Suppository,CIEL:70116,100,Milligram,,,,,,,,,
c6a90cf2-fce4-11e9-8f0b-362b9e155667,,12288,"Paracetamol, 100mg tablet",CIEL:70116,Tablet,CIEL:70116,100,Milligram,,,,,,,,,
c6a90e1e-fce4-11e9-8f0b-362b9e155667,TRUE,19094,"Paracetamol, 250mg dispersible tablet",CIEL:70116,Tablet,CIEL:70116,250,Milligram,,,,,,,,,
344fea71-ef04-47f8-86f2-0d3937ac4a32,,10521,"Paracetamol, 500mg tablet",CIEL:70116,Tablet,CIEL:70116,500,Milligram,,,,,,,,,
c8c2ee30-a0da-4205-acd2-6d0c8599d054,TRUE,11226,"Paracetamol, Oral solution, 120mg/5mL, 100mL bottle",CIEL:70116,Bottle,CIEL:70116,,,,,,,,,,,
3d637104-b020-4bca-920c-08d1537e5a15,TRUE,10962,"Paracetamol, Oral solution, 120mg/5mL, 60mL bottle",CIEL:70116,Bottle,CIEL:70116,,,,,,,,,,,
a572f138-9353-428a-9a7d-79d2adb294a1,,12198,"Paracetamol, Solution for infusion, 10mg/mL, 100mL vial",CIEL:70116,Vial,CIEL:70116,,,,,,,,,,,
015cc2c6-bb56-452b-ad18-81c2ea469008,,16385,"Paraffin, White soft, approx. 30gram (Petroleum jelly)",CIEL:81568,,CIEL:81568,,,,,,,,,,,
0d0b7abb-85ce-482d-8962-b11b24f8c7c2,TRUE,17880,"Paroxetine, 20mg breakable tablet",CIEL:81604,Tablet,CIEL:81604,20,Milligram,,,,,,,,,
93560fa9-4cea-4b6e-996e-5737a21dc7db,,11313,"Permethrin, Scalp and hair lotion, 1%, 100mL bottle",CIEL:81834,Bottle,CIEL:81834,,,,,,,,,,,
64abb091-ec60-4880-9638-1e349e939bd7,,16179,"Permethrin, Skin cream, 5%, 30gram tube",CIEL:81834,Tube,CIEL:81834,,,,,,,,,,,
5df77709-0ef1-4d1d-b93c-f47b7b5521af,,12216,"Pethidine hydrochloride, Solution for injection, 50mg/mL, 2mL ampoule",CIEL:79575,Ampule(s),CIEL:79575,,,,,,,,,,,
c6a90f40-fce4-11e9-8f0b-362b9e155667,TRUE,14657,"Phenobarbital, 30mg tablet",CIEL:81953,Tablet,CIEL:81953,30,Milligram,,,,,,,,,
9a499fca-699e-4809-8175-732ef43d5c14,TRUE,11708,"Phenobarbital, 50mg tablet",CIEL:81951,Tablet,CIEL:81951,50,Milligram,,,,,,,,,
4eb3c71f-b716-4f01-beb7-394cebd6c191,,10764,"Phenobarbital, Solution for injection, 100mg/mL, 2mL ampoule",CIEL:81953,Ampule(s),CIEL:81953,,,,,,,,,,,
199c355a-d28c-420d-984b-4c5285030d40,,11738,"Phenoxymethylpenicillin (Penicillin V), 250mg tablet",CIEL:81730,Tablet,CIEL:81730,250,Milligram,,,,,,,,,
34dd5905-c28d-4cf8-8ebe-0b83e5093e17,,10621,"Phenytoin sodium, 100mg film coated tablet",CIEL:82024,Tablet,CIEL:82024,100,Milligram,,,,,,,,,
d8297181-0a3f-48fc-89c5-cc283e5a8d42,,10313,"Phenytoin sodium, Solution for injection, 50mg/mL, 5mL ampoule",CIEL:82024,Ampule(s),CIEL:82024,,,,,,,,,,,
8777969c-384b-4dbe-af04-cdb1b593a865,,26060,"Phytomenadione (Vitamin K1), Solution for injection, 1mg/mL, 1mL ampoule",CIEL:86353,Ampule(s),CIEL:86353,,,,,,,,,,,
f3340cdd-54ab-4f00-a206-a0b229cf9349,TRUE,12745,"Phytomenadione (Vitamin K1), Solution for injection, 2mg/mL, 0.2mL ampoule",CIEL:86353,Ampule(s),CIEL:86353,,,,,,,,,,,
75d33db4-bf26-4647-98e1-62bc99da223a,,11829,"Phytomenadione (Vitamin K1), Solution for injection, 10mg/mL, 1mL ampoule",CIEL:86353,Ampule(s),CIEL:86353,,,,,,,,,,,
c6a92688-fce4-11e9-8f0b-362b9e155667,TRUE,12308,"Phytomenadione (Vitamin K1), Solution for OILY injection, 1mg/mL, 1mL ampoule",CIEL:86353,Ampule(s),CIEL:86353,,,,,,,,,,,
34b75c5b-bf30-4bcf-b23c-22da360f10ff,,12310,"Piperacillin 4g + Tazobactam 500mg, Powder for solution for infusion, vial",CIEL:105177,Vial,CIEL:82125,4,Gram,CIEL:84728,500,Milligram,,,,,,
bf9be2db-d826-4bc1-bb0c-ca09b99e0b85,,10104,"Plasma substitute, Gelatin 4%, 500mL bottle",CIEL:84388,Bottle,CIEL:84388,,,,,,,,,,,
6ca53af6-6355-40e8-897a-c7cebd66e61a,TRUE,14816,"Podophyllotoxin, Topical liquid, 5mg/mL (0.5%), 3mL bottle",CIEL:82228,Bottle,CIEL:82228,,,,,,,,,,,
1f84a252-b6ff-4816-a0ea-16bc42c423c4,,11300,"Potassium chloride, 600mg (8mEq) slow release tablet",CIEL:82350,Tablet,CIEL:82350,600,Milligram,,,,,,,,,
e7691ff0-a3cd-4ee3-bb39-cbe99f2c488d,,10225,"Potassium chloride, Solution for injection, 10%, (100mg/mL), 10mL ampoule",CIEL:82350,Ampule(s),CIEL:82350,,,,,,,,,,,
2718848c-e069-4ae0-a476-fbe0a1a5ad82,,11203,"Povidone iodine, 10%, 200mL bottle",CIEL:82384,Bottle,CIEL:82384,,,,,,,,,,,
c6a9106c-fce4-11e9-8f0b-362b9e155667,,12344,"Praziquantel, 600mg film coated tablet",CIEL:82416,Tablet,CIEL:82416,600,Milligram,,,,,,,,,
84c7d844-a8a2-4484-af25-ab0291c995d4,,11290,"Prednisolone, 20mg tablet",CIEL:82446,Tablet,CIEL:82446,20,Milligram,,,,,,,,,
c63b13b6-210c-4575-ae5e-bbf86b5df747,,10571,"Prednisolone, 5mg tablet",CIEL:82446,Tablet,CIEL:82446,5,Milligram,,,,,,,,,
d3c6ca69-ce10-406f-961a-de6df6f7e0f8,,11550,"Promethazine hydrochloride, 25mg coated tablet",CIEL:82670,Tablet,CIEL:82670,25,Milligram,,,,,,,,,
10bbe535-0b54-4594-92cb-d79c01f9d724,TRUE,11438,"Promethazine hydrochloride, Oral solution, 1mg/mL, 100mL bottle",CIEL:82670,Bottle,CIEL:82670,,,,,,,,,,,
4222d276-6e00-46f4-8fb2-dec7c79f48a3,,10351,"Promethazine hydrochloride, Solution for injection, 25mg/mL, 2mL ampoule",CIEL:82670,Ampule(s),CIEL:82670,,,,,,,,,,,
be98f7c3-a42e-48a6-a073-b78e392df8fc,,10473,"Propofol, Solution for injection, 10mg/mL, 20mL ampoule",CIEL:82726,Ampule(s),CIEL:82726,,,,,,,,,,,
405dfa6c-ebaa-4a51-857f-b4df3788e7dd,,10406,"Propranolol hydrochloride, 40mg tablet",CIEL:82734,Tablet,CIEL:82734,40,Milligram,,,,,,,,,
b31e8340-846f-499d-8355-e9978983f583,,11079,"Propylthiouracil, 50mg tablet",CIEL:82743,Tablet,CIEL:82743,50,Milligram,,,,,,,,,
bc2f0b43-5a92-4c1a-8004-47e3b36c8bdb,,11798,"Pyridoxine (Vitamin B6), 50mg tablet",CIEL:82912,Tablet,CIEL:82912,50,Milligram,,,,,,,,,
66ca3d3e-f594-403b-823c-8b6104738b6f,,12568,"Quetiapine fumarate, 100mg film coated tablet",CIEL:82990,Tablet,CIEL:82990,100,Milligram,,,,,,,,,
c6a91814-fce4-11e9-8f0b-362b9e155667,,10848,"Quinine di-hydrochloride, Solution for injection, 300mg/mL, 2mL ampoule",CIEL:83026,Ampule(s),CIEL:83026,,,,,,,,,,,
c6a91a12-fce4-11e9-8f0b-362b9e155667,,12362,"Quinine sulfate, 300mg tablet",CIEL:83028,Tablet,CIEL:83028,300,Milligram,,,,,,,,,
b9a84f66-c242-4236-b535-97f442c870cb,TRUE,10610,"Rabies, Immunoglobulin, Equine, 200 IU/mL, 5mL vial",CIEL:71391,Vial,CIEL:71391,,,,,,,,,,,
eaa35188-73c4-4e3e-803e-4788d8a3ac7c,,16386,"Rabies, Immunoglobulin, Equine, 300 IU/mL, 5mL vial (*R)",CIEL:71391,Vial,CIEL:71391,,,,,,,,,,,
24e44864-7ab3-4919-8e75-004b838ae06c,,10205,"Rabies, Vaccine, Cell culture (CCV), Monodose vial, with diluent (*R)",CIEL:413,Vial,CIEL:413,,,,,,,,,,,
1d37c7e3-c518-4b52-aac3-0df50cdf7e1b,TRUE,10085,"Ranitidine hydrochloride, Solution for injection, 25mg/mL, 2mL ampoule",CIEL:83077,Ampule(s),CIEL:83077,,,,,,,,,,,
477cbb97-2ea4-4fde-b32f-e6a3dd668c2b,TRUE,10276,"Ranitidine, 150mg film coated tablet",CIEL:83075,Tablet,CIEL:83075,150,Milligram,,,,,,,,,
c6a91b66-fce4-11e9-8f0b-362b9e155667,TRUE,12154,"Ranitidine, 300mg film coated tablet",CIEL:83075,Tablet,CIEL:83075,300,Milligram,,,,,,,,,
c6a92822-fce4-11e9-8f0b-362b9e155667,,12424,"Ready to use therapeutic food (RUTF), Peanut paste, Plumpy'Nut, 92g sachet",CIEL:163394,Sachet,CIEL:163394,,,,,,,,,,,
2ffe3312-87d5-4170-8194-62834b03b55b,,11668,Rifampicin (R) 150mg + Isoniazid (H) 75mg + Ethambutol (E) 275mg tablet,CIEL:1677,Tablet,CIEL:767,150,Milligram,CIEL:78280,75,Milligram,CIEL:75948,275,Milligram,,,
79bc3e4f-55dd-46b5-87d9-7f5f6693adf2,,11208,Rifampicin (R) 150mg + Isoniazid (H) 75mg + Pyrazinamide (Z) 400mg + Ethambutol (E) 275mg tablet,CIEL:1131,Tablet,CIEL:767,150,Milligram,CIEL:78280,75,Milligram,CIEL:82900,400,Milligram,CIEL:75948,275,Milligram
85a6e834-0d60-48d1-8847-c42d2e16e57e,,11856,Rifampicin (R) 150mg + Isoniazid (H) 75mg tablet,CIEL:1194,Tablet,CIEL:767,150,Milligram,CIEL:78280,75,Milligram,,,,,,
c6a94640-fce4-11e9-8f0b-362b9e155667,,12825,Rifampicin (R) 60mg + Isoniazid (H) 30mg + Pyrazinamide (Z) 150mg tablet,CIEL:768,Tablet,CIEL:767,60,Milligram,CIEL:78280,30,Milligram,CIEL:82900,150,Milligram,,,
6dcb48b9-968a-413d-a15a-ebb4fc3a71da,,11869,Rifampicin (R) 60mg + Isoniazid (H) 30mg tablet,CIEL:1194,Tablet,CIEL:767,60,Milligram,CIEL:78280,30,Milligram,,,,,,
c6a94776-fce4-11e9-8f0b-362b9e155667,,18228,Rifampicin (R) 75mg + Isoniazid (H) 50mg + Pyrazinamide (Z) 150mg tablet,CIEL:768,Tablet,CIEL:767,75,Milligram,CIEL:78280,50,Milligram,CIEL:82900,150,Milligram,,,
c6a948ac-fce4-11e9-8f0b-362b9e155667,,12523,"Rifampicin (R) 75mg + Isoniazid (H) 50mg, Tablet",CIEL:1194,Tablet,CIEL:767,75,Milligram,CIEL:78280,50,Milligram,,,,,,
5d455293-ce1d-4ad6-8598-0da4b4e15690,TRUE,10936,"Ringer lactate, Intravenous infusion 1000mL nipple head bottle",CIEL:78617,Bottle,CIEL:78617,,,,,,,,,,,
d4b61b57-8de2-4bf1-b402-847bbf67d2c0,TRUE,11276,"Ringer lactate, Intravenous infusion 500mL nipple head bottle",CIEL:78617,Bottle,CIEL:78617,,,,,,,,,,,
ece0eda7-6c60-4734-8f31-3c7c572c7e35,,21344,"Ringer lactate, Intravenous infusion, 1000mL twin port bag/bottle",CIEL:78617,Bottle,CIEL:78617,,,,,,,,,,,
780d8a99-1e5f-4bcb-b7d6-77490421b083,,21381,"Ringer lactate, Intravenous infusion, 500mL twin port bag/bottle",CIEL:78617,Bottle,CIEL:78617,,,,,,,,,,,
4fb2df1c-3ed4-4c0a-a3f7-128211e44976,TRUE,10299,"Risperidone, 1mg tablet",CIEL:83405,Tablet,CIEL:83405,1,Milligram,,,,,,,,,
bb5094d6-efdd-458e-ab4e-f9916cd904ab,,12239,"Risperidone, 2mg tablet",CIEL:83405,Tablet,CIEL:83405,2,Milligram,,,,,,,,,
c6a934d4-fce4-11e9-8f0b-362b9e155667,,12193,"Ritonavir (r), 100mg tablet",CIEL:83412,Tablet,CIEL:83412,100,Milligram,,,,,,,,,
1909c01d-b71c-474f-a80a-25992da1365d,,12202,"Rivaroxaban, 10mg tablet",CIEL:166107,Tablet,CIEL:166107,10,Milligram,,,,,,,,,
9f5b02cc-7251-4df2-8647-18bb81c2abe6,,25437,"Rivaroxaban, 15mg tablet",CIEL:166107,Tablet,CIEL:166107,15,Milligram,,,,,,,,,
7451808b-6c50-44d3-8869-294b02dbd3aa,,25438,"Rivaroxaban, 20mg tablet",CIEL:166107,Tablet,CIEL:166107,20,Milligram,,,,,,,,,
e9458fa2-bdb9-4f62-9e5f-ba09e5d16fdd,,16297,"Rocuronium bromide, Solution for injection, 10mg/mL, 5mL vial (*R)",CIEL:83476,Vial,CIEL:83476,,,,,,,,,,,
1420b4b9-ca35-4579-ae96-838f75b9e856,,10003,"Salbutamol sulfate, Solution for inhalation, 100 microgram/actuation, 200 dose metered dose inhaler",CIEL:70461, ,CIEL:70461,,,,,,,,,,,
618431c8-d8ff-4d68-baf5-6e1e54d2223b,,11595,"Salbutamol sulfate, Solution for nebulisation, 2mg/mL, 2.5mL nebule",CIEL:70461,Nebulizer,CIEL:70461,,,,,,,,,,,
eb67264d-768e-4dd8-a47c-20cd7481c531,TRUE,11769,"Salbutamol sulfate, Solution for nebulisation, 5mg/mL, 30mL bottle",CIEL:70461,Nebulizer,CIEL:70461,,,,,,,,,,,
d3cb471e-1f40-11e5-b5f7-727283247c7f,,10176,"Salbutamol, 4mg tablet",CIEL:798,Tablet,CIEL:798,4,Milligram,,,,,,,,,
0d592d52-a8ab-4e40-b7f8-a5bf4cabccea,,11434,"Sevoflurane, Inhalation liquid, 250mL bottle",CIEL:83872,Bottle,CIEL:83872,,,,,,,,,,,
9fa9d711-6077-461d-8a92-7d52f43b8f2f,,19380,"Sildenafil, 50mg tablet",CIEL:83902,Tablet,CIEL:83902,50,Milligram,,,,,,,,,
441d3e0a-0d9b-4e2e-b4c0-d5a308bec4e7,,10522,"Silver sulfadiazine, Skin cream, 1% (10mg/gram), 50 gram tube",CIEL:83920,Tube,CIEL:83920,,,,,,,,,,,
c99b9b0e-2d8a-4cb1-8ab3-0ea8c7715d9d,TRUE,11709,"Silver sulfadiazine, Skin cream, 1% (10mg/gram), 500 gram tube",CIEL:83920,Tube,CIEL:83920,,,,,,,,,,,
01f14854-8305-4b12-8a52-3e01555fd66e,TRUE,10985,"Simvastatin, 20mg tablet",CIEL:83936,Tablet,CIEL:83936,20,Milligram,,,,,,,,,
85508cd5-4337-436f-aaa3-f2814328d0f1,,12227,"Snake antivenom, Africa region, Polyvalent, Lyophilised + Sterile water for injection 10 mL vial (PANAF Premium)",CIEL:165460,Vial,CIEL:165460,,,,,,,,,,,
6031c312-eee3-41bf-a74a-8b23b175e258,,11224,"Sodium bicarbonate, Solution for injection, 8.4% (1mmol/mL), 20-25mL ampoule",CIEL:80804,Ampule(s),CIEL:80804,,,,,,,,,,,
af8c14ee-dfbe-11e9-8a34-2a2ae2dbcce4,,12102,"Sodium chloride, 0.45% Intravenous infusion, 1000mL twin port bag/bottle",CIEL:84047,Bottle,CIEL:84047,,,,,,,,,,,
ab0f83c3-54f4-4ce1-a839-f1798f113fd4,,30724,"Sodium chloride, 0.9% Intravenous infusion, 100mL euro head bottle",CIEL:84047,Bottle,CIEL:84047,,,,,,,,,,,
af8c1764-dfbe-11e9-8a34-2a2ae2dbcce4,,20817,"Sodium chloride, 0.9% intravenous infusion, 500mL euro head bottle",CIEL:84047,Bottle,CIEL:84047,,,,,,,,,,,
78facc4a-dfbe-11e9-8a34-2a2ae2dbcce4,,10863,"Sodium chloride, 0.9% Intravenous infusion, 500mL twin port bag/bottle",CIEL:84047,Bag,CIEL:84047,,,,,,,,,,,
c8ba2c0c-0827-4600-8c0f-5e4854c81579,,20816,"Sodium chloride, 0.9% intravenous infusion, 1000mL euro head bottle",CIEL:84047,Bottle,CIEL:84047,,,,,,,,,,,
dd6a5b8f-bf7c-4680-9e30-0527a592fb5d,,10693,"Sodium chloride, 0.9% Intravenous infusion, 1000mL twin port bag/bottle",CIEL:84047,,CIEL:84047,,,,,,,,,,,
69b1ea41-3165-4595-b1a7-07e89229955b,TRUE,10064,"Sodium chloride, 0.9% intravenous infusion, 1000mL nipple head bottle",CIEL:80804,Bottle,CIEL:80804,,,,,,,,,,,
4289fb04-999f-47f7-8f4c-7591870be8c9,TRUE,11604,"Sodium chloride, 0.9% intravenous infusion, 100mL nipple head bottle",CIEL:80804,Bottle,CIEL:80804,,,,,,,,,,,
30ee6a08-9440-4f7e-a1e7-39219d9e9b25,TRUE,11028,"Sodium chloride, 0.9% intravenous infusion, 500mL nipple head bottle",CIEL:80804,Bottle,CIEL:80804,,,,,,,,,,,
d6b45ed8-1603-4d19-b33c-8703d20c65f1,TRUE,21409,"Sodium chloride, 0.9% intravenous infusion, 100mL twin port bag/bottle",CIEL:80804,Bottle,CIEL:80804,,,,,,,,,,,
44e4cda0-8c7e-437e-bc08-e5303ce243ed,TRUE,18385,"Sodium chloride, 0.9% irrigation solution, 500mL bottle",CIEL:80804,Bottle,CIEL:80804,,,,,,,,,,,
7bcb7c19-5a2b-4426-bca0-73d58115d4ba,TRUE,17892,"Sodium chloride, 0.9%, 5mL vial",CIEL:80804,Vial,CIEL:80804,,,,,,,,,,,
8cf1b225-0ee2-42c6-bcdc-d777f7e97892,TRUE,14694,"Sodium Chloride, 0.9%, USP, 5ml",CIEL:80804,,CIEL:80804,,,,,,,,,,,
63a49102-fdcf-42a7-8950-4ea6a1b85635,,11527,"Sodium polystyrene sulphonate, for Potassium removal/Hyperkalaemia, 454 gram container",CIEL:84099,Container,CIEL:84099,,,,,,,,,,,
09b9f018-6aa5-4bcf-9292-d74e07707591,,11210,"Sodium valproate, 200mg enteric coated tablet",CIEL:84114,Tablet,CIEL:84114,200,Milligram,,,,,,,,,
355b9a8a-6e4e-4db8-a2cd-64f61456ef53,,20827,"Sodium valproate, Solution for injection, 100mg/mL, 4mL/5mL vial",CIEL:84114,Vial,CIEL:84114,,,,,,,,,,,
82f3e5d8-0701-4948-a511-7d6f932dc9e6,,11178,"Spironolactone, 25mg tablet",CIEL:84239,Tablet,CIEL:84239,25,Milligram,,,,,,,,,
c6a949e2-fce4-11e9-8f0b-362b9e155667,TRUE,11806,"Streptomycin sulfate, Powder for solution for injection, 1gram vial",CIEL:84361,Vial,CIEL:84361,,,,,,,,,,,
c6a91cc4-fce4-11e9-8f0b-362b9e155667,,12139,"Sulfadoxine (S) 500mg + Pyrimethamine (P) 25mg tablet",CIEL:924,Tablet,CIEL:84462,500,Milligram,CIEL:82919,25,Milligram,,,,,,
9415d93e-83e8-4d31-978d-bdecd5d720af,,11031,"Suxamethonium chloride, Solution for injection, 50mg/mL, 2mL ampoule (*R)",CIEL:84583,Ampule(s),CIEL:84583,,,,,,,,,,,
e1c3d710-bd2e-4d0a-abe8-e7fdc92ddff1,TRUE,25806,"Tamoxifen, 10mg tablet",CIEL:84668,Tablet,CIEL:84668,10,Milligram,,,,,,,,,
e42e04c8-c27c-4610-b074-30956f0861c9,,19381,"Tamsulosin, 400 microgram extended release tablet/capsule",CIEL:84670,Tablet,CIEL:84670,400,Microgram,,,,,,,,,
78faa576-dfbe-11e9-8a34-2a2ae2dbcce4,,11870,"Tenofovir disoproxil fumarate (TDF), 300mg tablet",CIEL:84795,Tablet,CIEL:84795,300,Milligram,,,,,,,,,
78f96fda-dfbe-11e9-8a34-2a2ae2dbcce4,,10856,"Tenofovir disoproxil fumarate (TDF) 300mg + Lamivudine (3TC) 300mg + Efavirenz (EFV) 600mg tablet",CIEL:164505,Tablet,CIEL:84795,300,Milligram,CIEL:78643,300,Milligram,CIEL:75523,600,Milligram,,,
c6a92fe8-fce4-11e9-8f0b-362b9e155667,,12707,"Tetanus toxoid (TT), Vaccine, Purified, 0.5mL monodose vial (*R)",CIEL:84879,Vial,CIEL:84879,,,,,,,,,,,
737a2d0f-82f9-4e1d-887d-c28ab3728502,,11515,"Tetanus, Antitoxin, Equine, 1,500IU/mL, 1mL vial",CIEL:84877,Vial,CIEL:84877,,,,,,,,,,,
2e057d81-ab38-480d-a0fe-f03dd8e7c26c,TRUE,10773,"Tetanus, Immunoglobulin, Human, 250IU/mL, 1mL vial",CIEL:84878,Vial,CIEL:84878,,,,,,,,,,,
d9333e11-4b28-41fe-93c5-44e624ef1b2c,,10352,"Tetracycline hydrochloride, Eye ointment, 1%, 5 gram tube",CIEL:84889,Tube,CIEL:84889,,,,,,,,,,,
35816ccb-904b-4ca0-8160-d7de356d5f1e,,11801,"Thiamine (Vitamin B1), Solution for injection, 50mg/mL, 2mL ampoule",CIEL:84995,Ampoule(s),CIEL:84995,,,,,,,,,,,
